index,search_song_x,search_artist_x,search_term,matched_song,matched_artist,collection,preview_url,apple_release_date,apple_track_time_ms,apple_duration_sec,apple_genre,apple_collection,apple_track_id_x,apple_artist_id,match_score,title_score,artist_score,version_penalty,match_status,failure_reason,artist_overlap,usable_match,usable_match_v2,recovery_reason,search_song_y,search_artist_y,apple_track_id_y,preview_file,download_status
2453,People Are Crazy,Billy Currington,people are crazy billy currington,People Are Crazy,Billy Currington,Little Bit of Everything,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/30/5f/0c/305f0c9d-1962-a178-e3dc-b4dccdfff482/mzaf_11786042458021515389.plus.aac.p.m4a,2008-10-14T12:00:00Z,231360.0,231.36,Country,Little Bit of Everything,1442219690.0,203875.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,People Are Crazy,Billy Currington,1442219690.0,preview_clips/billy_currington__people_are_crazy__1442219690.0.m4a,downloaded
2454,Pepas,Farruko,pepas farruko,Pepas (Mixed),Farruko,Today’s Hits: August 2021 (DJ Mix),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/91/8d/4a/918d4ad2-dcd1-5633-0fa1-e07b009af011/mzaf_1990042108064238854.plus.aac.p.m4a,2021-08-31T12:00:00Z,88615.0,88.615,Pop,Today’s Hits: August 2021 (DJ Mix),1582867487.0,364377482.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pepas,Farruko,1582867487.0,preview_clips/farruko__pepas__1582867487.0.m4a,downloaded
2455,Perfect,Ed Sheeran,perfect ed sheeran,Perfect,Ed Sheeran,÷ (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c7/ba/bc/c7babc66-f598-aaa6-bcf6-307281795817/mzaf_16337361235117168274.plus.aac.p.m4a,2017-03-03T08:00:00Z,263400.0,263.4,Pop,÷ (Deluxe),1193701400.0,183313439.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Perfect,Ed Sheeran,1193701400.0,preview_clips/ed_sheeran__perfect__1193701400.0.m4a,downloaded
2456,Perfect,One Direction,perfect one direction,Perfect,One Direction,Made In The A.M. (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/7c/f2/28/7cf228eb-3d7e-63b6-866e-02046ac0287b/mzaf_6967391765231745117.plus.aac.p.m4a,2015-11-13T08:00:00Z,230342.0,230.342,Pop,Made In The A.M. (Deluxe Edition),1040171617.0,396754057.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Perfect,One Direction,1040171617.0,preview_clips/one_direction__perfect__1040171617.0.m4a,downloaded
2457,Perfect Illusion,Lady Gaga,perfect illusion lady gaga,Perfect Illusion,Lady Gaga,Joanne (Deluxe),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9a/e7/12/9ae7129e-b1e2-2a46-d7f9-7f7202bac9c0/mzaf_16991350890884907591.plus.aac.p.m4a,2016-09-08T12:00:00Z,182001.0,182.001,Pop,Joanne (Deluxe),1440893894.0,277293880.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Perfect Illusion,Lady Gaga,1440893894.0,preview_clips/lady_gaga__perfect_illusion__1440893894.0.m4a,downloaded
2458,Perfect Timing,Lil Baby,perfect timing lil baby,Perfect Timing,Lil Baby,It's Only Me,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/6f/1c/23/6f1c23c1-f4c5-9974-8677-52cd241bcce0/mzaf_7099716293262825791.plus.aac.p.m4a,2022-10-14T12:00:00Z,161221.0,161.221,Hip-Hop/Rap,It's Only Me,1649121016.0,1276656483.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Perfect Timing,Lil Baby,1649121016.0,preview_clips/lil_baby__perfect_timing__1649121016.0.m4a,downloaded
2459,Permanent,David Cook,permanent david cook,Permanent,David Cook,David Cook,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d9/6b/48/d96b4884-d50f-ae81-2962-c0254f7acde1/mzaf_5174421981386279704.plus.aac.p.m4a,2008-11-14T12:00:00Z,176520.0,176.52,Pop,David Cook,295997967.0,42753230.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Permanent,David Cook,295997967.0,preview_clips/david_cook__permanent__295997967.0.m4a,downloaded
2460,Permission To Dance,BTS,permission to dance bts,Permission to Dance,BTS,Butter / Permission to Dance - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/4f/70/83/4f70830e-1912-fdb3-ee57-36806118435e/mzaf_9582761563768580055.plus.aac.p.m4a,2021-07-09T12:00:00Z,187585.0,187.585,K-Pop,Butter / Permission to Dance - EP,1598666360.0,883131348.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Permission To Dance,BTS,1598666360.0,preview_clips/bts__permission_to_dance__1598666360.0.m4a,downloaded
2461,Peter Pan,Kelsea Ballerini,peter pan kelsea ballerini,Peter Pan,Kelsea Ballerini,The First Time,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/3f/1f/de/3f1fde1f-41f7-b8aa-4189-970a75979f8e/mzaf_11475519494426231616.plus.aac.p.m4a,2015-05-18T07:00:00Z,200029.0,200.029,Country,The First Time,981555056.0,382270241.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Peter Pan,Kelsea Ballerini,981555056.0,preview_clips/kelsea_ballerini__peter_pan__981555056.0.m4a,downloaded
2462,Petty Too,Lil Durk Featuring Future,petty too lil durk,Petty Too (feat. Future),Lil Durk,7220 (Reloaded),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/c7/8b/d8/c78bd8a5-e1c2-3d87-f48e-bee342a6ca3f/mzaf_8014153143255532485.plus.aac.p.m4a,2022-03-11T12:00:00Z,159390.0,159.39,Hip-Hop/Rap,7220 (Reloaded),1619553983.0,541282483.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Petty Too,Lil Durk Featuring Future,1619553983.0,preview_clips/lil_durk_featuring_future__petty_too__1619553983.0.m4a,downloaded
2463,Photograph,Ed Sheeran,photograph ed sheeran,Photograph,Ed Sheeran,x (Wembley Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/11/4f/6a/114f6ad0-165c-1e3c-8fbd-df4707d7ae26/mzaf_12480083080052535279.plus.aac.p.m4a,2014-06-20T07:00:00Z,258987.0,258.987,Pop,x (Wembley Edition),1050204626.0,183313439.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Photograph,Ed Sheeran,1050204626.0,preview_clips/ed_sheeran__photograph__1050204626.0.m4a,downloaded
2464,Photograph,J. Cole,photograph j cole,Photograph,J. Cole,KOD,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/46/41/87/4641875a-8bc2-9298-7d4e-6dc9f3972a86/mzaf_10474926541106134389.plus.aac.p.m4a,2018-04-20T12:00:00Z,217841.0,217.841,Hip-Hop/Rap,KOD,1373861494.0,73705833.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Photograph,J. Cole,1373861494.0,preview_clips/j_cole__photograph__1373861494.0.m4a,downloaded
2465,Photograph,Nickelback,photograph nickelback,Photograph,Nickelback,All the Right Reasons,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/df/15/95/df159550-18ce-2284-1374-d51d100d9a29/mzaf_15199011770069015950.plus.aac.p.m4a,2005-09-20T07:00:00Z,258920.0,258.92,Rock,All the Right Reasons,214403497.0,5280361.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Photograph,Nickelback,214403497.0,preview_clips/nickelback__photograph__214403497.0.m4a,downloaded
2466,Picture To Burn,Taylor Swift,picture to burn taylor swift,Picture To Burn,Taylor Swift,Taylor Swift,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/09/08/39/09083966-32cd-4645-e20b-cce9077ff4fd/mzaf_13638360691915024294.plus.aac.p.m4a,2006-10-24T12:00:00Z,173067.0,173.067,Country,Taylor Swift,1860454449.0,159260351.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Picture To Burn,Taylor Swift,1860454449.0,preview_clips/taylor_swift__picture_to_burn__1860454449.0.m4a,downloaded
2467,Piece By Piece,Kelly Clarkson,piece by piece kelly clarkson,Piece By Piece (Radio Mix),Kelly Clarkson,Piece By Piece (Radio Mix) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c1/4b/ed/c14bed8a-88e8-ae7a-c00f-bc929ee23453/mzaf_16591057137374850712.plus.aac.p.m4a,2015-02-27T08:00:00Z,224720.0,224.72,Pop,Piece By Piece (Radio Mix) - Single,1058664423.0,316265.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Piece By Piece,Kelly Clarkson,1058664423.0,preview_clips/kelly_clarkson__piece_by_piece__1058664423.0.m4a,downloaded
2468,Piece Of Me,Britney Spears,piece of me britney spears,Piece of Me (Remastered),Britney Spears,The Essential Britney Spears,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/f2/57/30/f2573054-1e9e-1e2b-73bd-510a2c4d77a3/mzaf_15161739990246262726.plus.aac.p.m4a,2007-10-25T12:00:00Z,211973.0,211.973,Pop,The Essential Britney Spears,686780572.0,217005.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Piece Of Me,Britney Spears,686780572.0,preview_clips/britney_spears__piece_of_me__686780572.0.m4a,downloaded
2469,Pillowtalk,ZAYN,pillowtalk zayn,PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/3a/82/7c/3a827ca7-b4a7-a417-ef71-7c3136f71b27/mzaf_13646852002983681091.plus.aac.p.m4a,2016-01-29T08:00:00Z,202750.0,202.75,Pop,Mind Of Mine (Deluxe Edition),1087165979.0,973181994.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pillowtalk,ZAYN,1087165979.0,preview_clips/zayn__pillowtalk__1087165979.0.m4a,downloaded
2470,Pills N Potions,Nicki Minaj,pills n potions nicki minaj,Pills N Potions,Nicki Minaj,The Pinkprint (Tenth Anniversary Edition),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/dc/6e/96/dc6e96f9-a3bf-eead-600f-018e015e8b76/mzaf_11568905876061557971.plus.aac.p.m4a,2014-05-21T12:00:00Z,267973.0,267.973,Hip-Hop/Rap,The Pinkprint (Tenth Anniversary Edition),1781361806.0,278464538.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pills N Potions,Nicki Minaj,1781361806.0,preview_clips/nicki_minaj__pills_n_potions__1781361806.0.m4a,downloaded
2471,Pimpin' All Over The World,Ludacris Featuring Bobby Valentino,pimpin all over the world ludacris,Pimpin' All Over the World,Ludacris & Bobby V,The Red Light District,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d1/ff/ba/d1ffbacf-1f61-4c3a-f956-d129e372eccd/mzaf_4541062681442943731.plus.aac.p.m4a,2004-01-01T12:00:00Z,329720.0,329.72,Hip-Hop/Rap,The Red Light District,1443070533.0,352073.0,0.9,1.0,0.6666666666666666,0.0,REVIEW,SUCCESS,0.6666666666666666,True,True,,Pimpin' All Over The World,Ludacris Featuring Bobby Valentino,1443070533.0,preview_clips/ludacris_featuring_bobby_valentino__pimpin_all_over_the_world__1443070533.0.m4a,downloaded
2472,Pink Pony Club,Chappell Roan,pink pony club chappell roan,Pink Pony Club,Chappell Roan,Pink Pony Club - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fc/52/be/fc52be82-306b-6da5-286b-61056757c008/mzaf_1618848737251148796.plus.aac.p.m4a,2020-04-03T12:00:00Z,258035.0,258.035,Pop,Pink Pony Club - Single,1675173768.0,1264818718.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pink Pony Club,Chappell Roan,1675173768.0,preview_clips/chappell_roan__pink_pony_club__1675173768.0.m4a,downloaded
2473,Pink Skies,Zach Bryan,pink skies zach bryan,Pink Skies,Zach Bryan,Pink Skies - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/9b/66/e5/9b66e52f-d8b6-1bd4-99fa-1e4a2466f2a0/mzaf_4589816097369270712.plus.aac.p.m4a,2024-05-24T07:00:00Z,194920.0,194.92,Country,Pink Skies - Single,1747842759.0,1436413980.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pink Skies,Zach Bryan,1747842759.0,preview_clips/zach_bryan__pink_skies__1747842759.0.m4a,downloaded
2474,Pink Venom,BLACKPINK,pink venom blackpink,Pink Venom,BLACKPINK,Pink Venom - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b5/17/54/b51754e6-8bd1-9d97-8934-e713b68f82a0/mzaf_605229577143140327.plus.aac.p.m4a,2022-08-19T12:00:00Z,186964.0,186.964,K-Pop,Pink Venom - Single,1639174482.0,1141774019.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pink Venom,BLACKPINK,1639174482.0,preview_clips/blackpink__pink_venom__1639174482.0.m4a,downloaded
2475,Pinky Up,KATSEYE,pinky up katseye,PINKY UP (Clean Edit),KATSEYE,PINKY UP (Clean Edit) - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8a/2d/f8/8a2df8c0-e0d3-d040-5a98-958d4ad25ceb/mzaf_16340910211187354178.plus.aac.p.m4a,2026-04-08T12:00:00Z,131437.0,131.437,Pop,PINKY UP (Clean Edit) - Single,1891174353.0,1754284416.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pinky Up,KATSEYE,1891174353.0,preview_clips/katseye__pinky_up__1891174353.0.m4a,downloaded
2476,Pipe Down,Drake,pipe down drake,Pipe Down,Drake,Certified Lover Boy,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/98/7e/ad/987eadd3-4ace-d4cb-320b-16759438476b/mzaf_4775796475967474353.plus.aac.p.m4a,2021-09-03T07:00:00Z,205721.0,205.721,Hip-Hop/Rap,Certified Lover Boy,1584449216.0,271256.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pipe Down,Drake,1584449216.0,preview_clips/drake__pipe_down__1584449216.0.m4a,downloaded
2477,Pissed Me Off,Lil Durk,pissed me off lil durk,Pissed Me Off,Lil Durk,7220 (Reloaded),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5d/f6/0c/5df60cef-5208-0abc-43be-062cbb8fecc1/mzaf_4914329113974540396.plus.aac.p.m4a,2021-10-15T07:00:00Z,123077.0,123.077,Hip-Hop/Rap,7220 (Reloaded),1619554097.0,541282483.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pissed Me Off,Lil Durk,1619554097.0,preview_clips/lil_durk__pissed_me_off__1619554097.0.m4a,downloaded
2478,Pixelated Kisses,Joji,pixelated kisses joji,PIXELATED KISSES,Joji,PIXELATED KISSES - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/97/81/e8/9781e8f0-c21b-4e7c-d30d-a9bf73d3c7c7/mzaf_2252969465857439766.plus.aac.p.m4a,2025-10-14T07:00:00Z,110431.0,110.431,Alternative,PIXELATED KISSES - Single,1838036582.0,1258279972.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pixelated Kisses,Joji,1838036582.0,preview_clips/joji__pixelated_kisses__1838036582.0.m4a,downloaded
2479,Plain Jane,A$AP Ferg Featuring Nicki Minaj,plain jane a ap ferg,Plain Jane,A$AP Ferg,Still Striving,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4b/da/0d/4bda0d35-fb48-200a-7abd-f10a77e23cc3/mzaf_6259732022846402548.plus.aac.p.m4a,2017-08-04T07:00:00Z,173602.0,173.602,Rap,Still Striving,1266697036.0,582346993.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Plain Jane,A$AP Ferg Featuring Nicki Minaj,1266697036.0,preview_clips/a_ap_ferg_featuring_nicki_minaj__plain_jane__1266697036.0.m4a,downloaded
2480,Plan B,Megan Thee Stallion,plan b megan thee stallion,Plan B,Megan Thee Stallion,Traumazine,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/63/6c/93/636c93f0-8d14-1b2f-3f2f-bba729e34484/mzaf_2648797265324938482.plus.aac.p.m4a,2022-04-22T07:00:00Z,163765.0,163.765,Hip-Hop/Rap,Traumazine,1639440007.0,1258989914.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Plan B,Megan Thee Stallion,1639440007.0,preview_clips/megan_thee_stallion__plan_b__1639440007.0.m4a,downloaded
2481,Plastic Cigarette,Zach Bryan,plastic cigarette zach bryan,Plastic Cigarette,Zach Bryan,With Heaven On Top,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a6/82/95/a682955f-e302-65ef-4b3b-0b8aacad2987/mzaf_806395670976042733.plus.aac.p.m4a,2026-01-09T12:00:00Z,185789.0,185.789,Country,With Heaven On Top,1867328778.0,1436413980.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Plastic Cigarette,Zach Bryan,1867328778.0,preview_clips/zach_bryan__plastic_cigarette__1867328778.0.m4a,downloaded
2482,Play,David Banner,play david banner,Play,David Banner,Certified (Bonus Track Version),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9f/43/b3/9f43b31d-9843-fb82-51fc-a3887eb2b0e5/mzaf_17077233061853590968.plus.aac.p.m4a,2005-01-01T12:00:00Z,230133.0,230.133,Hip-Hop/Rap,Certified (Bonus Track Version),1443264258.0,860257596.0,0.75,1.0,1.0,0.25,LOW_CONFIDENCE,SUCCESS,1.0,False,True,likely_recoverable_manual_rule,Play,David Banner,1443264258.0,preview_clips/david_banner__play__1443264258.0.m4a,downloaded
2483,Play It Again,Luke Bryan,play it again luke bryan,Play It Again,Luke Bryan,Crash My Party,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c8/4a/83/c84a83e6-8808-870a-5fe4-82992e36351c/mzaf_16002773664631573426.plus.aac.p.m4a,2013-08-13T12:00:00Z,226867.0,226.867,Country,Crash My Party,1440862261.0,20131064.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Play It Again,Luke Bryan,1440862261.0,preview_clips/luke_bryan__play_it_again__1440862261.0.m4a,downloaded
2484,Play My Music,Jonas Brothers,play my music jonas brothers,Play My Music,Jonas Brothers,Camp Rock (Music from the Disney Channel Original Movie),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a9/72/71/a972717e-02a9-57d1-3734-f41372d1186a/mzaf_13236601261571697699.plus.aac.p.m4a,2008-06-17T12:00:00Z,197507.0,197.507,Musicals,Camp Rock (Music from the Disney Channel Original Movie),1440620227.0,114342891.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Play My Music,Jonas Brothers,1440620227.0,preview_clips/jonas_brothers__play_my_music__1440620227.0.m4a,downloaded
2485,Play Something Country,Brooks & Dunn,play something country brooks,Play Something Country,Brooks & Dunn,Hillbilly Deluxe,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/c8/52/1f/c8521f5d-164d-1356-caac-97b6f39623dc/mzaf_12862418871558193753.plus.aac.p.m4a,2005-05-23T07:00:00Z,194827.0,194.827,Country,Hillbilly Deluxe,407580027.0,16105.0,0.911764705882353,1.0,0.7058823529411765,0.0,REVIEW,SUCCESS,1.0,True,True,,Play Something Country,Brooks & Dunn,407580027.0,preview_clips/brooks_dunn__play_something_country__407580027.0.m4a,downloaded
2486,Players,Coi Leray,players coi leray,Players,Coi Leray,Players - EP,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/89/ba/3c/89ba3cac-126d-1aa2-f3a3-42680e4d67d6/mzaf_16997243955299277743.plus.aac.p.m4a,2023-06-16T12:00:00Z,139560.0,139.56,Hip-Hop/Rap,Players - EP,1663560769.0,1358539712.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Players,Coi Leray,1663560769.0,preview_clips/coi_leray__players__1663560769.0.m4a,downloaded
2487,Playing Games,Summer Walker,playing games summer walker,Playing Games,Summer Walker,Over It,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e5/38/73/e538738a-e7a7-f753-6c45-76254ce68a31/mzaf_9767775617659132036.plus.aac.p.m4a,2019-08-23T07:00:00Z,143667.0,143.667,R&B/Soul,Over It,1481897987.0,990402287.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Playing Games,Summer Walker,1481897987.0,preview_clips/summer_walker__playing_games__1481897987.0.m4a,downloaded
2488,Please,Sawyer Fredericks,please sawyer fredericks,Please (The Voice Performance),Sawyer Fredericks,The Complete Season 8 Collection (The Voice Performance),https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e7/42/76/e742763d-e18a-87b5-489d-4effaa409c9f/mzaf_5485189029573901695.plus.aac.p.m4a,2015-05-18T12:00:00Z,230414.0,230.414,Rock,The Complete Season 8 Collection (The Voice Performance),1440839523.0,668277547.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Please,Sawyer Fredericks,1440839523.0,preview_clips/sawyer_fredericks__please__1440839523.0.m4a,downloaded
2489,Please Come Home For Christmas,Eagles,please come home for christmas eagles,Please Come Home for Christmas,Eagles,Please Come Home for Christmas / Funky New Year - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/98/77/ac/9877ac1e-819f-9ee9-3ea3-c0609241d4fe/mzaf_12133333454475836875.plus.aac.p.m4a,1978-11-27T08:00:00Z,177943.0,177.943,Holiday,Please Come Home for Christmas / Funky New Year - Single,635815759.0,1053549.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Please Come Home For Christmas,Eagles,635815759.0,preview_clips/eagles__please_come_home_for_christmas__635815759.0.m4a,downloaded
2490,Please Don't Go,Mike Posner,please dont go mike posner,Please Don't Go,Mike Posner,31 Minutes to Takeoff,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/39/de/75/39de75ab-9823-1f98-b752-61b95673de28/mzaf_12945601658624984720.plus.aac.p.m4a,2010-06-09T07:00:00Z,196721.0,196.721,Pop,31 Minutes to Takeoff,383458584.0,333687585.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Please Don't Go,Mike Posner,383458584.0,preview_clips/mike_posner__please_don_t_go__383458584.0.m4a,downloaded
2491,Please Don't Leave Me,P!nk,please dont leave me p nk,Please Don't Leave Me,P!nk,Greatest Hits...So Far!!!,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/e3/f6/85/e3f685c1-399b-1597-95dd-09ca5ce1ca05/mzaf_16003508139445756601.plus.aac.p.m4a,2008-10-24T07:00:00Z,232400.0,232.4,Pop,Greatest Hits...So Far!!!,399891739.0,4488522.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Please Don't Leave Me,P!nk,399891739.0,preview_clips/p_nk__please_don_t_leave_me__399891739.0.m4a,downloaded
2492,Please Me,Cardi B & Bruno Mars,please me cardi b,Please Me,Cardi B & Bruno Mars,Please Me - Single,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/56/38/1d/56381d1c-e3e0-631e-baf6-c2b45c646f1c/mzaf_18272091278319378003.plus.aac.p.m4a,2019-02-15T12:00:00Z,200890.0,200.89,Hip-Hop/Rap,Please Me - Single,1453056793.0,956078923.0,0.8680000000000001,1.0,0.56,0.0,REVIEW,SUCCESS,1.0,True,True,,Please Me,Cardi B & Bruno Mars,1453056793.0,preview_clips/cardi_b_bruno_mars__please_me__1453056793.0.m4a,downloaded
2493,Please Please Please,Sabrina Carpenter,please please please sabrina carpenter,Please Please Please,Sabrina Carpenter,Short n' Sweet,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/97/06/58/97065890-7970-725a-1595-5045d4b110b1/mzaf_7668784443609724903.plus.aac.p.m4a,2024-06-14T07:00:00Z,186170.0,186.17,Pop,Short n' Sweet,1752214912.0,390647681.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Please Please Please,Sabrina Carpenter,1752214912.0,preview_clips/sabrina_carpenter__please_please_please__1752214912.0.m4a,downloaded
2494,Plug Walk,Rich The Kid,plug walk rich the kid,Plug Walk,Rich The Kid,The World Is Yours,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/dd/ed/72/dded727b-bc94-f868-c943-f7a9f94e5609/mzaf_14677300651736633475.plus.aac.p.m4a,2018-02-08T08:00:00Z,175230.0,175.23,Hip-Hop/Rap,The World Is Yours,1416314836.0,561444659.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Plug Walk,Rich The Kid,1416314836.0,preview_clips/rich_the_kid__plug_walk__1416314836.0.m4a,downloaded
2495,Plutoski,Future,plutoski future,PLUTOSKI,Future,MIXTAPE PLUTO,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/96/83/d6/9683d622-4840-4238-281e-3765ba5f3afa/mzaf_17101113281381142113.plus.aac.p.m4a,2024-09-20T07:00:00Z,179023.0,179.023,Hip-Hop/Rap,MIXTAPE PLUTO,1769285054.0,128050210.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Plutoski,Future,1769285054.0,preview_clips/future__plutoski__1769285054.0.m4a,downloaded
2496,Pocketful Of Sunshine,Natasha Bedingfield,pocketful of sunshine natasha bedingfield,Pocketful of Sunshine,Natasha Bedingfield,Pocketful Of Sunshine,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/54/48/68/544868a5-1a16-7bec-037f-2f989d499c52/mzaf_5866234751774722509.plus.aac.p.m4a,2008-01-21T08:00:00Z,202907.0,202.907,Pop,Pocketful Of Sunshine,1429194116.0,17768486.0,1.0,1.0,1.0,0.0,AUTO_ACCEPT,SUCCESS,1.0,True,True,,Pocketful Of Sunshine,Natasha Bedingfield,1429194116.0,preview_clips/natasha_bedingfield__pocketful_of_sunshine__1429194116.0.m4a,downloaded
