Song,Artist,first_chart_date,last_chart_date,entry_rank,peak_rank,total_weeks,top10_weeks,top40_weeks,avg_rank,peak_date,lifespan_weeks,time_to_peak,entry_year,weeks_since_last_chart,potentially_incomplete,apple_release_date,apple_duration_sec,apple_genre,days_release_to_chart,days_release_to_peak,tempo_bpm,tempo_bpm_raw,tempo_bpm_adjusted,tempo_adjustment_reason,rms_loudness,valence,arousal,spectral_centroid_mean,spectral_rolloff_mean,mode,key_strength,genre_1,genre_1_score,genre_2,genre_2_score,genre_3,genre_3_score,genre_4,genre_4_score,genre_5,genre_5_score,genre_family_blues,genre_family_classical,genre_family_electronic,genre_family_folk_world_and_country,genre_family_funk_soul,genre_family_hip_hop,genre_family_jazz,genre_family_latin,genre_family_pop,genre_family_reggae,genre_family_rock,audio_feature_error
I'm Sorry,Lil Uzi Vert,2020-03-18,2020-03-18,37,37,1,0,1,37.0,2020-03-18,1,0.0,2020,322.0,False,2023-06-30 07:00:00,210.961,Hip-Hop/Rap,-1200.0,-1200.0,128.69033813476562,128.69033813476562,128.69033813476562,unchanged,0.3890698254108429,4.438465595245361,5.03832483291626,1866.4852483649004,875.7447044915829,minor,0.9166422486305236,Hip Hop---Cloud Rap,0.9312986731529236,Hip Hop---Trap,0.3782194852828979,Hip Hop---Pop Rap,0.0722539126873016,Latin---Reggaeton,0.0224646590650081,Hip Hop---Trip Hop,0.016401994973421,0.0002582464162159,2.647534815025665e-05,0.0601389255402864,0.0010140217434937,0.012557390128677,1.445064962667402,0.0003086435940531,0.0229053604477247,0.0187847868091921,0.0117204356283764,0.0280285142389971,
I'm Sprung,T-Pain,2005-08-24,2006-02-15,100,8,26,2,18,32.11538461538461,2005-11-16,26,12.0,2005,1057.0,False,2005-08-09 12:00:00,231.04,R&B/Soul,14.0,98.0,99.90199279785156,99.90199279785156,99.90199279785156,unchanged,0.2231041043996811,5.462628364562988,5.290663719177246,3967.226808955426,2099.9039688346556,minor,0.8750185370445251,Electronic---Juke,0.3329432010650635,Hip Hop---Pop Rap,0.0842154249548912,Hip Hop---Trap,0.0739390403032302,Hip Hop---Bounce,0.0645048469305038,Electronic---Experimental,0.0643619745969772,0.0003293376377939,0.0001055443171935,0.785451619777632,0.0067164107866233,0.1410438057500869,0.5515629344918125,0.0022848893527793,0.0078495386611621,0.0136202536550626,0.0114533008782018,0.0057425275127371,
I'm Still A Guy,Brad Paisley,2008-03-26,2008-08-06,86,33,20,0,6,55.8,2008-05-28,20,9.0,2008,928.0,False,2007-06-19 12:00:00,248.56,Country,280.0,343.0,163.77366638183594,163.77366638183594,163.77366638183594,kept_high_bpm_strong_electronic_or_rock,0.2407585829496383,5.549300670623779,4.960480213165283,2394.86176141792,1257.909060262674,major,0.9384677410125732,Rock---Southern Rock,0.2084881365299224,"Folk, World, & Country---Country",0.1950505971908569,Rock---Blues Rock,0.1213019713759422,"Folk, World, & Country---Honky Tonk",0.1080786064267158,Rock---Country Rock,0.0981829017400741,0.3678192425868474,0.0006597295604819,0.0156050455156684,0.4926994928501926,0.0272873312378862,0.0030916211854901,0.0187565855885623,0.0145110184678571,0.1193370385644811,0.0084695313817064,1.052628807367796,
I'm That Girl,Beyonce,2022-08-10,2022-08-17,26,26,2,0,1,59.0,2022-08-10,2,0.0,2022,196.0,False,2022-07-29 12:00:00,208.014,Pop,11.0,11.0,105.9978256225586,105.9978256225586,105.9978256225586,unchanged,0.2545264661312103,5.347643852233887,5.151803970336914,2818.7479565977683,715.2623415731424,minor,0.6765612363815308,Hip Hop---Trap,0.1956908106803894,Funk / Soul---Contemporary R&B,0.1314568221569061,Latin---Reggaeton,0.12066300958395,Electronic---Dance-pop,0.1155608668923378,Hip Hop---Cloud Rap,0.1116677820682525,0.0005062267568405,0.0001287594473637,0.6503687476442792,0.0090077607936684,0.2314484300877666,0.6837669564556563,0.00246661885933,0.1281715099078155,0.0726264893737607,0.0248503235488897,0.031403421736627,
I'm The One,"""DJ Khaled Featuring Justin Bieber, Quavo, Chance the Rapper & Lil Wayne""",2017-05-17,2017-10-11,1,1,22,15,21,11.227272727272728,2017-05-17,22,0.0,2017,449.0,False,2017-04-28 07:00:00,288.877,Hip-Hop/Rap,18.0,18.0,80.76020812988281,80.76020812988281,80.76020812988281,unchanged,0.3707893788814544,5.345155239105225,5.751503944396973,2624.560681010402,977.4238054142442,major,0.9129761457443236,Hip Hop---Trap,0.4374359846115112,Latin---Reggaeton,0.2114214450120926,Hip Hop---Cloud Rap,0.1270892471075058,Pop---K-pop,0.1221813410520553,Hip Hop---Pop Rap,0.1062844321131706,0.0009999791588199,0.0001479032267468,0.4860105724140453,0.0079722971635511,0.0411314275606855,0.8102169764790688,0.0008500575260654,0.2173264965749766,0.2483332868476964,0.121499083667004,0.0116737191753202,
I'm The Problem,Morgan Wallen,2025-02-12,2025-10-15,2,2,36,16,36,12.97222222222222,2025-02-12,36,0.0,2025,31.0,False,2025-01-31 12:00:00,177.811,Country,11.0,11.0,92.15125274658205,92.15125274658205,92.15125274658205,unchanged,0.2274541705846786,4.822268009185791,5.5277886390686035,2774.746020810154,1787.939188576335,minor,0.9171875715255736,Latin---Reggaeton,0.1513509452342987,Rock---Pop Punk,0.1122008115053176,Rock---Punk,0.1096760183572769,Electronic---Dance-pop,0.1012954041361808,Electronic---Tropical House,0.0967354103922844,0.0088226414582095,0.0013263824012597,0.4730519597447937,0.0756131415362233,0.0277397376521548,0.2577607773346244,0.0022328547970573,0.164106609215878,0.157522084278753,0.0403636816772632,0.6227724720772585,
I'm Upset,Drake,2018-06-06,2018-09-19,19,7,16,1,9,45.5,2018-07-11,16,5.0,2018,400.0,False,2018-05-26 07:00:00,214.467,Hip-Hop/Rap,10.0,45.0,150.6202850341797,150.6202850341797,75.31014251708984,halved_145_180_likely_double_time,0.3639808893203735,4.901022434234619,5.238274574279785,2920.416393463371,1515.8206531613373,major,0.6199736595153809,Hip Hop---Trap,0.7593582272529602,Hip Hop---Cloud Rap,0.7274232506752014,Hip Hop---Pop Rap,0.2409314960241317,Hip Hop---Gangsta,0.1565659344196319,Hip Hop---Hardcore Hip-Hop,0.0837402418255806,0.0007273644590668,0.0001671652314598,0.0776097673947049,0.0009148769488547,0.0085973203626963,2.192618700391904,0.0013713261951124,0.0039998865566417,0.0039837922929564,0.0024978430865303,0.0345474938183087,
I'm Yours,Jason Mraz,2008-04-30,2009-10-07,93,6,76,13,62,29.51315789473684,2008-09-17,76,20.0,2008,867.0,False,2008-02-12 08:00:00,242.947,Pop,77.0,217.0,151.0049591064453,151.0049591064453,75.50247955322266,halved_145_180_likely_double_time,0.1874145716428756,4.772732257843018,5.1832075119018555,2172.1599451307175,812.9117511005225,major,0.9170932173728944,"Folk, World, & Country---Folk",0.1226000860333442,Reggae---Reggae,0.0906800553202629,Reggae---Reggae-Pop,0.0634509995579719,Funk / Soul---Neo Soul,0.0603953823447227,Rock---Folk Rock,0.0492365695536136,0.1033927207899978,0.0021544736009673,0.3336477651096174,0.2715167409496644,0.1899579538730904,0.0489647305012113,0.0757919092866359,0.0258153055792718,0.1313387605041498,0.3066951497457921,0.3972121009962848,
IDGAF,Drake Featuring Yeat,2023-10-18,2024-02-28,2,2,20,3,7,48.35,2023-10-18,20,0.0,2023,116.0,False,2023-10-06 12:00:00,260.111,Hip-Hop/Rap,11.0,11.0,136.43548583984375,136.43548583984375,136.43548583984375,unchanged,0.1989361494779586,4.421919822692871,4.337044715881348,2311.92041582515,1326.9586427292957,minor,0.4037601053714752,Hip Hop---Cloud Rap,0.1879704296588897,Electronic---Downtempo,0.1248361095786094,Electronic---Ambient,0.1157075613737106,Hip Hop---Trap,0.1074977442622184,Hip Hop---Hardcore Hip-Hop,0.0761615335941314,0.0006645256671617,0.0305500622489489,0.9490817153273384,0.0720374013221771,0.0592712810030207,0.7066548714137753,0.0807488221325911,0.0054582890256824,0.0223512907978147,0.0036292842123657,0.0765616635362675,
IDOL,BTS Featuring Nicki Minaj,2018-09-05,2018-09-19,11,11,3,0,1,61.333333333333336,2018-09-05,3,0.0,2018,400.0,False,2018-08-24 12:00:00,222.732,K-Pop,11.0,11.0,125.89520263671876,125.89520263671876,125.89520263671876,unchanged,0.2135976403951645,6.092496395111084,6.006684303283691,3725.991623953089,2966.6782653950427,minor,0.8987563848495483,Electronic---House,0.1612552255392074,Pop---K-pop,0.1575325578451156,Electronic---Electro,0.1546230763196945,Electronic---Techno,0.0916648432612419,Electronic---Deep House,0.0690228641033172,0.0003545545018823,0.0007574093410767,1.430705152823066,0.0072947923927131,0.037240577628836,0.3136483518173918,0.0031864616398706,0.0194517944358949,0.1811114812844607,0.0158921667170943,0.0316424998923139,
II Most Wanted,Beyonce & Miley Cyrus,2024-04-10,2024-05-15,6,6,6,1,2,58.166666666666664,2024-04-10,6,0.0,2024,105.0,False,2024-03-29 12:00:00,208.521,Country,11.0,11.0,139.2533721923828,139.2533721923828,139.2533721923828,unchanged,0.135132759809494,4.709926605224609,5.2751851081848145,2977.450094028154,1388.9749343919311,major,0.7972562313079834,Pop---Ballad,0.1399392932653427,Pop---Vocal,0.1328256279230117,Rock---Pop Rock,0.1082673966884613,Funk / Soul---Contemporary R&B,0.0657513439655304,"Folk, World, & Country---Folk",0.0596665441989898,0.0310547505214344,0.0114208408558624,0.1930762515097512,0.2975464611663483,0.1896207442187005,0.052732261764504,0.0195370444016589,0.0462716171969077,0.462705441575963,0.0254398778779432,0.5143901370938693,
IMY2,Drake Featuring Kid Cudi,2021-09-15,2021-09-22,22,22,2,0,1,47.0,2021-09-15,2,0.0,2021,243.0,False,2021-09-03 07:00:00,252.379,Hip-Hop/Rap,11.0,11.0,149.99871826171875,149.99871826171875,74.99935913085938,halved_145_180_likely_double_time,0.303782045841217,4.761392593383789,5.25783634185791,2335.688366084136,688.4281885901163,major,0.8068373799324036,Hip Hop---Cloud Rap,0.7766274213790894,Hip Hop---Trap,0.4098418951034546,Hip Hop---Pop Rap,0.0732286423444747,Hip Hop---Boom Bap,0.0352958440780639,Hip Hop---RnB/Swing,0.0218666922301054,0.0001821028233734,2.4784948510880863e-05,0.0201952071631481,0.0001577201790949,0.0105303023498208,1.400578426841463,0.0001471202976262,0.0085469808693949,0.0140031628869792,0.0033663232525213,0.0417083105716287,
INTRO,DaBaby,2019-10-02,2019-11-06,17,13,6,0,3,45.666666666666664,2019-10-09,6,1.0,2019,341.0,False,2019-09-19 07:00:00,172.8,Hip-Hop/Rap,12.0,19.0,98.77508544921876,98.77508544921876,98.77508544921876,unchanged,0.2496039122343063,4.430548191070557,4.946620941162109,3117.7641838947684,1746.722771139706,major,0.8662666082382202,Hip Hop---Trap,0.300721138715744,Hip Hop---Grime,0.2418437302112579,Hip Hop---Cloud Rap,0.2264447063207626,Hip Hop---Hardcore Hip-Hop,0.2095973938703537,Hip Hop---Horrorcore,0.1240839883685112,0.0002694244774374,2.584755691259488e-05,0.1293147709723072,0.0008526656291607,0.0100129738029863,1.606540677792509,0.0008073295689996,0.0021612429101054,0.002440046331543,0.0043599807745522,0.0105743501936217,
Ice Attack,Future & Metro Boomin,2024-04-03,2024-04-10,13,13,2,0,1,42.5,2024-04-03,2,0.0,2024,110.0,False,2024-03-22 07:00:00,199.253,Hip-Hop/Rap,11.0,11.0,149.18270874023438,149.18270874023438,74.59135437011719,halved_145_180_likely_double_time,0.3955615758895874,4.500538349151611,4.77232027053833,1970.3798121402135,493.9803463017609,minor,0.7717921137809753,Hip Hop---Trap,0.4311746954917907,Hip Hop---Cloud Rap,0.3640138804912567,Hip Hop---Gangsta,0.2468943446874618,Hip Hop---Thug Rap,0.1645878404378891,Hip Hop---Crunk,0.1354201883077621,0.0001129543926197,0.0002493598198611,0.0676400445100284,0.0014693464652282,0.0056201988254542,1.7472198975774518,0.0006226974965102,0.0135846848099845,0.0104012324372888,0.0025862564616545,0.0097863922979968,
Ice Box,Omarion,2006-12-13,2007-05-02,81,12,21,0,15,31.0,2007-03-07,21,12.0,2006,994.0,False,2008-08-15 12:00:00,241.053,R&B/Soul,-612.0,-528.0,130.6591033935547,130.6591033935547,130.6591033935547,unchanged,0.2964971661567688,6.145226955413818,5.662334442138672,3351.7412809011735,1948.4048849288893,minor,0.9489702582359314,Pop---K-pop,0.2248916774988174,Hip Hop---Pop Rap,0.1222567334771156,Hip Hop---Trap,0.1145730689167976,Hip Hop---RnB/Swing,0.108988344669342,Funk / Soul---Contemporary R&B,0.1039403453469276,0.0027910739137269,8.282495610956175e-05,0.2707182724998063,0.0053356512230777,0.1781745361950015,0.8935737549290934,0.0007387347047824,0.0040443096729774,0.2990556181957799,0.0078990117854118,0.0625525699161642,
Ice Cream,BLACKPINK X Selena Gomez,2020-09-09,2020-10-28,13,13,8,0,1,59.625,2020-09-09,8,0.0,2020,290.0,False,2020-08-28 12:00:00,175.813,K-Pop,11.0,11.0,79.73393249511719,79.73393249511719,79.73393249511719,unchanged,0.3224558532238006,5.693967342376709,5.729604244232178,4273.859086216788,2595.5843048568113,major,0.8765695095062256,Pop---K-pop,0.4961046576499939,Hip Hop---Trap,0.3127337396144867,Hip Hop---Pop Rap,0.1693686246871948,Funk / Soul---Contemporary R&B,0.1008964106440544,Electronic---Dance-pop,0.0856649279594421,0.0006410340987343,5.4519814995046545e-05,0.4756665824748722,0.004185643378725,0.1298519342044528,0.6962335809828346,0.0008681085330408,0.0690144026661556,0.588932701057729,0.0149948242069513,0.0088340245611107,
Ice Cream Paint Job,Dorrough,2009-06-10,2009-10-21,92,27,20,0,6,53.35,2009-09-16,20,14.0,2009,865.0,False,2009-04-07 12:00:00,242.013,Hip-Hop/Rap,63.0,161.0,89.81837463378906,89.81837463378906,89.81837463378906,unchanged,0.2553852498531341,4.663390636444092,5.280653476715088,4383.522737026954,2754.9146075581393,minor,0.7597814202308655,Hip Hop---Gangsta,0.5120523571968079,Hip Hop---G-Funk,0.2574629187583923,Hip Hop---Crunk,0.2511529624462127,Hip Hop---Thug Rap,0.1477614790201187,Hip Hop---Bounce,0.1043978855013847,7.889280149692146e-05,1.370766138375501e-06,0.0255942971024936,0.0001822880311288,0.0217260636131868,1.540787000747514,0.0001448939883204,0.0022193340763192,0.0009808511040176,0.028421194096154,0.002468634165293,
Icky Thump,The White Stripes,2007-05-09,2007-08-29,28,26,17,0,3,65.47058823529412,2007-05-16,17,1.0,2007,977.0,False,2007-04-26 12:00:00,254.533,Alternative,12.0,19.0,98.09021759033205,98.09021759033205,98.09021759033205,unchanged,0.2584221661090851,6.426825046539307,5.3903703689575195,2743.0610127766927,2129.3333257630816,minor,0.7915111184120178,Rock---Alternative Rock,0.1455621868371963,Rock---Hard Rock,0.0579809434711933,Rock---Indie Rock,0.0462680011987686,Hip Hop---Ragga HipHop,0.0456786267459392,Rock---Punk,0.0433789007365703,0.0370086018228903,0.0005688254236702,0.1588720859858767,0.016313095085934,0.1099330778597504,0.3644980971002951,0.0121941589095513,0.0160676957639225,0.0435328655803459,0.0527630359138129,0.8869109452571138,
If Everyone Cared,Nickelback,2007-01-31,2007-06-27,50,17,22,0,19,29.181818181818183,2007-03-28,22,8.0,2007,986.0,False,2005-09-26 12:00:00,217.973,Rock,491.0,547.0,131.9418182373047,131.9418182373047,131.9418182373047,unchanged,0.3023135960102081,6.481526851654053,4.911623954772949,3210.0992374863736,2146.8436591569766,major,0.8837122917175293,Rock---Hard Rock,0.5021555423736572,Rock---Heavy Metal,0.2196445763111114,Rock---AOR,0.2188435494899749,Rock---Arena Rock,0.2085593789815902,Rock---Alternative Rock,0.1972425729036331,0.0037174640893624,0.0035269304535177,0.0126386436427736,0.0057409652662236,0.0016649927676688,0.0044118064291183,0.0009109868566383,0.0006018844912469,0.0093865408999818,0.0005201742130793,2.301541468425228,
If I Can't Have You,Shawn Mendes,2019-05-15,2019-10-16,2,2,23,4,21,17.17391304347826,2019-05-15,23,0.0,2019,344.0,False,2019-05-03 07:00:00,190.754,Pop,11.0,11.0,123.77613830566406,123.77613830566406,123.77613830566406,unchanged,0.3094698488712311,6.003590106964111,6.541601657867432,2865.412513898253,1556.1905899284056,major,0.826320230960846,Pop---K-pop,0.2910478711128235,Electronic---Dance-pop,0.1780489534139633,Electronic---Tropical House,0.1572888791561126,Electronic---House,0.1072678714990615,Electronic---Electro,0.0795672535896301,0.0065492509875184,0.0009600487151146,0.919207915168954,0.059156642144444,0.0619465807467349,0.0700722503461293,0.0053841558592466,0.0475274160169192,0.4659773071180098,0.0064962368596752,0.1377304721349901,
If I Didn't Love You,Jason Aldean & Carrie Underwood,2021-08-04,2022-02-09,15,15,25,0,13,33.72,2021-08-04,25,0.0,2021,223.0,False,2021-07-23 12:00:00,212.893,Country,11.0,11.0,91.8896026611328,91.8896026611328,91.8896026611328,unchanged,0.2148967981338501,4.812070846557617,5.363945007324219,1571.0990540543607,626.7312993198102,major,0.9334180951118468,Latin---Reggaeton,0.1304134726524353,Electronic---Tropical House,0.0827396661043167,Electronic---Ambient,0.0591202825307846,Rock---Neofolk,0.0588446371257305,Rock---Indie Rock,0.054565280675888,0.0111838380553308,0.0586693213990656,0.5330211908512865,0.0711857883597986,0.0458160508133005,0.1640510201550569,0.0299566955400223,0.14044245692412,0.1523808904603356,0.0331593532318947,0.4620088818446675,
If I Die Young,The Band Perry,2010-07-21,2011-12-07,92,14,53,0,39,34.43396226415094,2011-08-10,53,55.0,2010,754.0,False,2010-06-08 12:00:00,222.773,Country,42.0,427.0,129.9593963623047,129.9593963623047,129.9593963623047,unchanged,0.2336964309215545,5.588649749755859,5.747239112854004,3310.676414607848,1459.62450718363,major,0.923008680343628,Pop---Ballad,0.2573164105415344,Non-Music---Religious,0.1064284145832061,Rock---Pop Rock,0.099230945110321,Pop---Vocal,0.0979721248149871,Rock---Alternative Rock,0.0895924717187881,0.0183493920339969,0.0049691854051161,0.1725441158018519,0.2629431539062352,0.0811332924295129,0.0288783915614203,0.0255528077695998,0.0383311305834013,0.5989838300738484,0.0416906109458068,0.4685763121042896,
If I Had You,Adam Lambert,2010-07-07,2010-11-17,94,30,20,0,7,53.55,2010-09-29,20,12.0,2010,809.0,False,2010-06-07 12:00:00,226.293,Pop,29.0,113.0,130.38682556152344,130.38682556152344,130.38682556152344,unchanged,0.2751366198062897,7.014130592346191,5.6902642250061035,3925.7046706561896,1947.0856422601744,major,0.8703150153160095,Rock---Pop Rock,0.3125669658184051,Electronic---House,0.2483883053064346,Rock---Brit Pop,0.2371007651090622,Electronic---Electro,0.231370061635971,Rock---Indie Rock,0.2265088856220245,0.0003484731261096,0.0006197004804562,1.3818738441077585,0.0052655083474348,0.0100459485987585,0.0504253696349223,0.0005383148564703,0.0033365230722779,0.1595906419352104,0.0068829826223009,1.2041119731061372,
If I Were A Boy,Beyonce,2008-10-22,2009-03-04,100,3,20,10,14,27.1,2008-11-05,20,2.0,2008,898.0,False,2008-10-08 07:00:00,249.147,Pop,13.0,27.0,89.98184204101562,89.98184204101562,89.98184204101562,unchanged,0.2575958371162414,5.487305164337158,5.359018325805664,4345.076096361737,1700.0380405159883,major,0.953184187412262,Funk / Soul---Soul,0.2377297431230545,Funk / Soul---Contemporary R&B,0.2094694674015045,Pop---Ballad,0.1676508486270904,Funk / Soul---Swingbeat,0.1630822420120239,Hip Hop---RnB/Swing,0.1587549746036529,0.0007368452379887,0.0003507922661061,0.1276612608924097,0.0049702204897243,0.8706259316436444,0.3436743164456857,0.0031554191480722,0.0061513306275013,0.3933644699418437,0.0049498540474814,0.0542812304371231,
If It's Love,Train,2010-06-23,2010-11-03,90,34,20,0,1,54.25,2010-09-22,20,13.0,2010,811.0,False,2009-10-27 07:00:00,239.04,Pop,238.0,329.0,94.9926986694336,94.9926986694336,94.9926986694336,unchanged,0.2935026288032532,6.114325523376465,5.7970356941223145,3780.223558927837,2478.651678599071,major,0.9264571666717528,Rock---Alternative Rock,0.537964940071106,Rock---Pop Rock,0.3577257990837097,Rock---Indie Rock,0.2677479088306427,Rock---Brit Pop,0.2302319556474685,Rock---Nu Metal,0.1344332993030548,0.0070950263689155,8.608526614750645e-05,0.1704172504423446,0.017629830419878,0.0375575351106363,0.0738737082951956,0.0055212883059994,0.0053327127608326,0.1261651830041046,0.0097660852479748,2.2729189321549086,
If It's Lovin' That You Want,Rihanna,2005-10-19,2006-03-01,96,36,20,0,3,57.4,2005-12-28,20,10.0,2005,1055.0,False,2005-08-16 07:00:00,208.107,Pop,63.0,133.0,95.8643569946289,95.8643569946289,95.8643569946289,unchanged,0.2098736315965652,6.009136199951172,5.839859962463379,4006.970519263678,1867.9220382643189,major,0.906101405620575,Hip Hop---RnB/Swing,0.3157118856906891,Funk / Soul---Contemporary R&B,0.2490931004285812,Hip Hop---Ragga HipHop,0.1461234092712402,Funk / Soul---Neo Soul,0.1289348602294922,Hip Hop---Pop Rap,0.1201012134552002,0.004864787839665,0.0002451416755491,0.5916792551697938,0.0086886849932454,0.6580545696488116,0.8202318867988652,0.0098252030861658,0.109038992362457,0.1299417978689234,0.2509000364225358,0.0217964338974994,
If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-04-08,2020-10-21,96,27,29,0,6,54.72413793103448,2020-09-09,29,22.0,2020,291.0,False,2019-10-17 07:00:00,208.687,Pop,173.0,327.0,96.35518646240234,96.35518646240234,96.35518646240234,unchanged,0.1738117039203643,3.976215124130249,3.9196572303771977,1700.384556702416,554.7799786547021,major,0.9360170364379884,Pop---Ballad,0.1166537478566169,Electronic---House,0.0813606083393096,Electronic---Tropical House,0.0709274411201477,Rock---Alternative Rock,0.0624690204858779,"Folk, World, & Country---Éntekhno",0.0515401884913444,0.1436185526545159,0.0129600021209626,0.4611699165052414,0.1845769043925429,0.1088438416918506,0.0707885852011713,0.1494078917894512,0.0700891589685852,0.2997325044634635,0.0150370278861373,0.374232718874282,
